N	Wortform	Lemma	POS	Datum	Frequenz	Frequenz (rel.)
3	impfungen für polizisten	impfung für polizist	NN APPR NN	2020-12-11	2	28.9590663597006
3	impfungen für polizisten	impfung für polizist	NN APPR NN	2021-01-19	1	12.8442252363337
3	impfungen für polizisten	impfung für polizist	NN APPR NN	2021-03-03	2	25.0906399367716
3	impfung für parlamentarier	impfung für parlamentarier	NN APPR NN	2021-01-25	1	13.7927229593666
3	impfungen für olympia-starter	impfung für olympia-starter	NN APPR NN	2021-01-28	3	42.1632561277266
3	impfung für schulleiter	impfung für schulleiter	NN APPR NN	2021-01-21	1	12.7263703119233
3	impfungen für olympia-anwärter	impfung für olympia-anwärter	NN APPR NN	2021-03-23	1	13.1686375727567
3	impfung für menschen	impfung für mensch	NN APPR NN	2021-03-31	3	43.525571273123
3	impfung für olympia-fixstarter	impfung für olympia-fixstarter	NN APPR NN	2021-03-27	1	32.4054570789721
3	impfungen für hochrisikopatienten	impfung für hochrisikopatienten	NN APPR NN	2021-03-27	1	32.4054570789721
3	impfungen für jüngere	impfung für jüngere	NN APPR NN	2021-03-25	2	25.2486996919659
3	impfungen für jüngere	impfung für jüngere	NN APPR NN	2021-03-30	1	13.7742944117688
3	impfungen für menschen	impfung für mensch	NN APPR NN	2021-03-25	2	25.2486996919659
3	impfungen für menschen	impfung für mensch	NN APPR NN	2021-04-09	1	16.5856732954074
3	impfungen für menschen	impfung für mensch	NN APPR NN	2021-04-26	3	41.7182350405362
3	impfungen für menschen	impfung für mensch	NN APPR NN	2021-07-05	1	14.4927536231884
3	impfungen für menschen	impfung für mensch	NN APPR NN	2021-08-02	1	13.6327075920549
3	impfung für risikopatienten	impfung für risikopatient	NN APPR NN	2021-03-26	1	13.3870600677385
3	impfungen für eltern	impfung für eltern	NN APPR NN	2021-04-29	2	25.3363399123363
3	impfungen für eltern	impfung für eltern	NN APPR NN	2021-07-21	1	13.9832760019017
3	impfung für beschäftigte	impfung für beschäftigte	NN APPR NN	2021-04-29	1	12.6681699561681
3	impfung für eltern	impfung für eltern	NN APPR NN	2021-04-29	1	12.6681699561681
3	impfung für junge	impfung für junge	NN APPR NN	2021-04-26	2	27.8121566936908
3	impfungen für rechte	impfung für recht|rechte	NN APPR NN	2021-05-01	1	21.9399284758332
3	impfung für schwangere	impfung für schwangre	NN APPR NN	2021-05-03	2	30.3250849102377
3	impfung für schwangere	impfung für schwangre	NN APPR NN	2021-05-18	2	29.0170475154153
3	impfung für schwangere	impfung für schwangre	NN APPR NN	2021-05-21	1	13.3698776656194
3	impfung für schwangere	impfung für schwangre	NN APPR NN	2021-06-22	2	26.6730682030354
3	impfung für schwangere	impfung für schwangre	NN APPR NN	2021-08-11	1	13.9602412329685
3	impfung für schwangere	impfung für schwangre	NN APPR NN	2021-08-14	1	22.3313979455114
3	impfung für schwangere	impfung für schwangre	NN APPR NN	2021-08-26	1	14.2842858571286
3	impfung für schwangere	impfung für schwangre	NN APPR NN	2021-09-10	8	93.7679477712531
3	impfung für genesene	impfung für genesene	NN APPR NN	2021-05-03	1	15.1625424551189
3	impfung für genesene	impfung für genesene	NN APPR NN	2021-06-26	2	39.3421984420489
3	impfung für genesene	impfung für genesene	NN APPR NN	2021-06-27	1	19.7425570559899
3	impfung für genesene	impfung für genesene	NN APPR NN	2021-07-05	2	28.9855072463768
3	impfungen für ende	impfung für ende	NN APPR NN	2020-12-18	2	25.8698745311085
3	impfungen für ältere	impfung für ältere	NN APPR NN	2021-01-07	4	55.2524345603978
3	impfungen für ältere	impfung für ältere	NN APPR NN	2021-02-04	1	13.3689839572193
3	impfung für pflegebedürftige	impfung für pflegebedürftige	NN APPR NN	2021-01-08	4	53.7728366515655
3	impfungen für senioren	impfung für senior	NN APPR NN	2021-01-08	1	13.4432091628914
3	impfungen für profisportler	impfung für profisportler	NN APPR NN	2020-12-25	1	29.3478898867171
3	impfungen für profisportler	impfung für profisportler	NN APPR NN	2021-02-15	1	14.4799525057558
3	impfung für betreuerinnen	impfung für betreuerin	NN APPR NN	2021-01-05	1	14.1446717021698
3	impfung für pädagogen	impfung für pädagoge	NN APPR NN	2021-01-05	1	14.1446717021698
3	impfungen für beschäftigte	impfung für beschäftigte	NN APPR NN	2021-01-04	1	16.569733724379
3	impfungen für beschäftigte	impfung für beschäftigte	NN APPR NN	2021-05-20	1	12.2496478226251
3	impfungen für pflegekräfte	impfung für pflegekraft	NN APPR NN	2021-01-12	2	27.0442037510311
3	impfungen für spitzensportler	impfung für spitzensportler	NN APPR NN	2021-02-09	1	13.1049576054621
3	impfungen für kita-erzieher	impfung für kita-erzieher	NN APPR NN	2021-02-07	1	20.5642839516328
3	impfung für fußballer	impfung für fußballer	NN APPR NN	2021-02-10	1	12.5440610143128
3	impfung für sportler	impfung für sportler	NN APPR NN	2021-02-18	1	13.0556824858019
3	impfung für merkel	impfung für merkel	NN APPR NE	2021-02-18	2	26.1113649716039
3	impfungen für erzieher	impfung für erzieher	NN APPR NN	2021-02-01	3	39.1481365487003
3	impfung für schwerbehinderte	impfung für schwerbehinderte	NN APPR NN	2021-02-01	1	13.0493788495668
3	impfungen für grundschullehrer	impfung für grundschullehrer	NN APPR NN	2021-02-22	7	93.5928976361108
3	impfungen für grundschullehrer	impfung für grundschullehrer	NN APPR NN	2021-02-23	1	12.9540390693818
3	impfungen für friseure	impfung für friseur	NN APPR NN	2021-02-19	2	26.0206604043611
3	impfungen für mitarbeiter	impfung für mitarbeiter	NN APPR NN	2021-02-21	2	40.682654950062
3	impfungen für mitarbeiter	impfung für mitarbeiter	NN APPR NN	2021-04-15	4	66.2833280859032
3	impfungen für mitarbeiter	impfung für mitarbeiter	NN APPR NN	2021-04-19	1	13.5025654874426
3	impfungen für mitarbeiter	impfung für mitarbeiter	NN APPR NN	2021-06-14	1	15.8456004690298
3	impfung für lehrkräfte	impfung für lehrkraft	NN APPR NN	2021-02-21	1	20.341327475031
3	impfung für lehrkräfte	impfung für lehrkraft	NN APPR NN	2021-03-11	1	16.1639672841302
3	impfungen für erzieherinnen	impfung für erzieherin	NN APPR NN	2021-02-22	2	26.7408278960317
3	impfung für bayern-spieler	impfung für bayern-spieler	NN APPR NN	2021-02-12	1	13.5801295544359
3	impfung für hunderte	impfung für hundert	NN APPR NN	2021-02-05	1	13.0213419795044
3	impfung für erzieherinnen	impfung für erzieherin	NN APPR NN	2021-02-20	1	20.9463563813075
3	impfung für jüngere	impfung für jüngere	NN APPR NN	2021-04-14	1	16.6983936145343
3	impfung für jüngere	impfung für jüngere	NN APPR NN	2021-05-28	1	13.3230301899864
3	impfung für hessens	impfung für hessen	NN APPR NE	2021-04-13	1	13.5486668111858
3	impfungen für asylbewerber	impfung für asylbewerber	NN APPR NN	2021-04-21	1	13.0787339785509
3	impfungen für flüchtlinge	impfung für flüchtling	NN APPR NN	2021-04-07	1	14.9276011344977
3	impfungen für politiker	impfung für politiker	NN APPR NN	2021-04-07	2	29.8552022689954
3	impfung für personen	impfung für person	NN APPR NN	2021-03-30	1	13.7742944117688
3	impfungen für deutschland	impfung für deutschland	NN APPR NE	2021-04-08	1	14.7320968193403
3	impfungen für feuerwehrleute	impfung für feuerwehrleute	NN APPR NN	2021-04-08	1	14.7320968193403
3	impfungen für feuerwehrleute	impfung für feuerwehrleute	NN APPR NN	2021-04-23	1	14.0639063906391
3	impfungen für jahrgang	impfung für jahrgang	NN APPR NN	2021-04-08	1	14.7320968193403
3	impfungen für 55-jährige	impfung für 55-jährige	NN APPR NN	2021-04-11	5	110.380149233962
3	impfungen für menschenaffen	impfung für menschenaffe	NN APPR NN	2021-03-06	2	40.6644572311571
3	impfung für lehrerinnen	impfung für lehrerin	NN APPR NN	2021-03-09	1	13.420837191824
3	impfungen für lehrkräfte	impfung für lehrkraft	NN APPR NN	2020-12-15	1	15.5777798548151
3	impfungen für lehrkräfte	impfung für lehrkraft	NN APPR NN	2021-02-17	1	12.5555583456796
3	impfungen für lehrkräfte	impfung für lehrkraft	NN APPR NN	2021-02-19	1	13.0103302021805
3	impfungen für lehrkräfte	impfung für lehrkraft	NN APPR NN	2021-02-21	3	61.0239824250931
3	impfungen für lehrkräfte	impfung für lehrkraft	NN APPR NN	2021-02-22	1	13.3704139480158
3	impfungen für lehrkräfte	impfung für lehrkraft	NN APPR NN	2021-02-23	3	38.8621172081455
3	impfungen für schüler	impfung für schüler	NN APPR NN	2021-05-15	2	41.7562686598326
3	impfungen für schüler	impfung für schüler	NN APPR NN	2021-05-19	1	12.6660840268014
3	impfungen für schüler	impfung für schüler	NN APPR NN	2021-05-21	1	13.3698776656194
3	impfungen für schüler	impfung für schüler	NN APPR NN	2021-05-23	1	21.4224507283633
3	impfungen für schüler	impfung für schüler	NN APPR NN	2021-05-27	3	37.5521035436668
3	impfungen für obdachlose	impfung für obdachlose	NN APPR NN	2021-05-28	1	13.3230301899864
3	impfungen für obdachlose	impfung für obdachlose	NN APPR NN	2021-05-29	1	30.8251903455504
3	impfung für abgeordnete	impfung für abgeordnete	NN APPR NN	2021-05-11	2	26.1578100681411
3	impfung für über-12-jährige	impfung für über-12-jährige	NN APPR NN	2021-05-26	1	13.0619922150526
3	impfungen für schülerinnen	impfung für schülerin	NN APPR NN	2021-05-25	1	13.9723347771413
3	impfungen für prioritätsgruppe	impfung für prioritätsgruppe	NN APPR NN	2021-05-04	1	13.0407000247773
3	impfung für jugendliche	impfung für jugendliche	NN APPR NN	2021-05-05	1	14.0932408816731
3	impfung für jugendliche	impfung für jugendliche	NN APPR NN	2021-05-11	3	39.2367151022116
3	impfung für jugendliche	impfung für jugendliche	NN APPR NN	2021-06-21	2	25.4841997961264
3	impfung für jugendliche	impfung für jugendliche	NN APPR NN	2021-07-05	2	28.9855072463768
3	impfung für jugendliche	impfung für jugendliche	NN APPR NN	2021-07-09	1	14.2683883855319
3	impfung für jugendliche	impfung für jugendliche	NN APPR NN	2021-08-16	1	14.6961569549563
3	impfung für jugendliche	impfung für jugendliche	NN APPR NN	2021-08-17	1	14.2661492809861
3	impfungen für jugendliche	impfung für jugendliche	NN APPR NN	2021-05-06	1	12.9720193542529
3	impfungen für jugendliche	impfung für jugendliche	NN APPR NN	2021-05-11	2	26.1578100681411
3	impfungen für jugendliche	impfung für jugendliche	NN APPR NN	2021-05-19	1	12.6660840268014
3	impfungen für jugendliche	impfung für jugendliche	NN APPR NN	2021-05-22	1	20.0730659600947
3	impfungen für jugendliche	impfung für jugendliche	NN APPR NN	2021-05-26	2	26.1239844301053
3	impfungen für jugendliche	impfung für jugendliche	NN APPR NN	2021-05-27	7	87.6215749352226
3	impfungen für jugendliche	impfung für jugendliche	NN APPR NN	2021-05-28	1	13.3230301899864
3	impfungen für jugendliche	impfung für jugendliche	NN APPR NN	2021-06-25	1	13.8119639231502
3	impfungen für jugendliche	impfung für jugendliche	NN APPR NN	2021-07-05	2	28.9855072463768
3	impfungen für jugendliche	impfung für jugendliche	NN APPR NN	2021-08-02	2	27.2654151841097
3	impfungen für jugendliche	impfung für jugendliche	NN APPR NN	2021-08-03	2	27.4096509380953
3	impfungen für jugendliche	impfung für jugendliche	NN APPR NN	2021-08-13	1	13.679142044211
3	impfungen für jugendliche	impfung für jugendliche	NN APPR NN	2021-08-16	1	14.6961569549563
3	impfung für schulkinder	impfung für schulkind	NN APPR NN	2021-05-06	2	25.9440387085058
3	impfungen für studenten	impfung für student	NN APPR NN	2021-05-17	1	13.5854798391479
3	impfungen für studierende	impfung für studierende	NN APPR NN	2021-05-22	2	40.1461319201895
3	impfungen für kurzentschlossene	impfung für kurzentschlossene	NN APPR NN	2021-07-03	2	43.7282725145943
3	impfung für erwachsene	impfung für erwachsene	NN APPR NN	2021-08-03	1	13.7048254690477
3	impfungen für jugend	impfung für jugend	NN APPR NN	2021-08-02	2	27.2654151841097
3	impfung für ältere	impfung für ältere	NN APPR NN	2021-08-03	2	27.4096509380953
3	impfungen für handwerker	impfung für handwerker	NN APPR NN	2021-07-14	1	13.9047248254957
3	impfung für studierende	impfung für studierende	NN APPR NN	2021-06-30	2	26.8470790378007
3	impfungen für zehntausende	impfung für zehntausend	NN APPR NN	2021-06-08	1	14.801657785672
3	impfung für senioren	impfung für senior	NN APPR NN	2021-06-25	5	69.0598196157512
3	impfung für teenager	impfung für teenager	NN APPR NN	2021-06-04	1	13.9651151423743
3	impfungen für seeleute	impfung für seeleute	NN APPR NE	2021-06-25	1	13.8119639231502
3	impfungen für firmen	impfung für firma	NN APPR NN	2021-07-12	2	28.8975581563358
3	impfung für schüler	impfung für schüler	NN APPR NN	2021-07-14	2	27.8094496509914
3	impfung für schüler	impfung für schüler	NN APPR NN	2021-08-16	1	14.6961569549563
3	impfungen für kleinkinder	impfung für kleinkind	NN APPR NN	2021-09-07	1	13.7046376493806
3	impfungen für schwangere	impfung für schwangre	NN APPR NN	2021-08-26	3	42.8528575713857
3	impfung für 16-jährigen	impfung für 16-jährigen	NN APPR NN	2021-08-24	1	14.294699525416
3	impfungen für karnevalisten	impfung für karnevalist	NN APPR NN	2021-08-29	1	19.755818088427
3	impfungen für angestellte	impfung für angestellte	NN APPR NN	2021-09-10	2	23.4419869428133
