N	Wortform	Lemma	POS	Datum	Frequenz	Frequenz (rel.)
3	impfungen von jugendlichen	impfung von jugendliche	NN APPR NN	2021-05-26	1	13.0619922150526
3	impfung von kita-beschäftigten	impfung von kita-beschäftigten	NN APPR NN	2021-01-25	1	13.7927229593666
3	impfung von risikopatienten	impfung von risikopatient	NN APPR NN	2021-01-14	2	28.1964162354965
3	impfung von risikopatienten	impfung von risikopatient	NN APPR NN	2021-01-22	1	12.897567518766
3	impfung von pädagogen	impfung von pädagoge	NN APPR NN	2021-01-14	1	14.0982081177482
3	impfung von heimbewohnern	impfung von heimbewohner	NN APPR NN	2021-01-26	1	13.1295625229767
3	impfung von sportlerinnen	impfung von sportlerin	NN APPR NN	2021-01-27	1	14.7878680330657
3	impfung von ausländern	impfung von ausländer	NN APPR NN	2021-01-28	1	14.0544187092422
3	impfung von arbeitslosen	impfung von arbeitslose	NN APPR NN	2021-04-03	1	23.1406488637941
3	impfung von frauen	impfung von frau	NN APPR NN	2021-03-29	5	71.1834968180977
3	impfung von hochbetagten	impfung von hochbetagte	NN APPR NN	2021-03-26	1	13.3870600677385
3	impfung von migranten	impfung von migranten	NN APPR NN	2021-03-26	1	13.3870600677385
3	impfung von ostertreffen	impfung von ostertreffen	NN APPR NN	2021-03-26	1	13.3870600677385
3	impfung von obdachlosen	impfung von obdachlosen	NN APPR NN	2021-04-28	2	27.2579831818244
3	impfung von eltern	impfung von eltern	NN APPR NN	2021-04-29	1	12.6681699561681
3	impfung von menschen	impfung von mensch	NN APPR NN	2021-04-30	1	12.8940751724583
3	impfung von menschen	impfung von mensch	NN APPR NN	2021-05-02	2	48.7388814426709
3	impfung von menschen	impfung von mensch	NN APPR NN	2021-07-16	1	13.2606648897376
3	impfungen von kindern	impfung von kind	NN APPR NN	2021-04-30	1	12.8940751724583
3	impfungen von kindern	impfung von kind	NN APPR NN	2021-05-06	2	25.9440387085058
3	impfungen von kindern	impfung von kind	NN APPR NN	2021-05-19	5	63.3304201340072
3	impfungen von kindern	impfung von kind	NN APPR NN	2021-05-27	4	50.0694713915558
3	impfungen von kindern	impfung von kind	NN APPR NN	2021-05-28	2	26.6460603799728
3	impfungen von kindern	impfung von kind	NN APPR NN	2021-05-29	1	30.8251903455504
3	impfungen von kindern	impfung von kind	NN APPR NN	2021-05-30	1	22.0799293442261
3	impfungen von kindern	impfung von kind	NN APPR NN	2021-06-01	2	29.6542316588577
3	impfungen von kindern	impfung von kind	NN APPR NN	2021-06-09	1	13.1698515757727
3	impfungen von kindern	impfung von kind	NN APPR NN	2021-06-16	2	26.3960194802624
3	impfungen von kindern	impfung von kind	NN APPR NN	2021-07-05	1	14.4927536231884
3	impfungen von kindern	impfung von kind	NN APPR NN	2021-07-08	1	13.4044663681939
3	impfungen von kindern	impfung von kind	NN APPR NN	2021-07-30	2	26.5688931399118
3	impfung von schwangeren	impfung von schwangre	NN APPR NN	2021-05-03	1	15.1625424551189
3	impfung von schwangeren	impfung von schwangre	NN APPR NN	2021-05-19	2	25.3321680536029
3	impfung von schwangeren	impfung von schwangre	NN APPR NN	2021-06-22	1	13.3365341015177
3	impfung von medizinern	impfung von mediziner	NN APPR NN	2020-12-18	2	25.8698745311085
3	impfung von pfizer/biontech	impfung von pfizer/biontech	NN APPR NN	2021-01-08	2	26.8864183257827
3	impfung von pfizer/biontech	impfung von pfizer/biontech	NN APPR NN	2021-05-28	1	13.3230301899864
3	impfung von beschäftigten	impfung von beschäftigte	NN APPR NN	2021-01-04	2	33.1394674487581
3	impfung von beschäftigten	impfung von beschäftigte	NN APPR NN	2021-01-05	2	28.2893434043396
3	impfung von beschäftigten	impfung von beschäftigte	NN APPR NN	2021-01-25	1	13.7927229593666
3	impfungen von astrazeneca/oxford	impfung von astrazeneca/oxford	NN APPR NE	2021-01-04	2	33.1394674487581
3	impfungen von irans	impfung von iran	NN APPR NE	2021-01-10	1	22.8675966155957
3	impfung von bayern-profis	impfung von bayern-profis	NN APPR NN	2021-02-10	2	25.0881220286255
3	impfung von bayern-profis	impfung von bayern-profis	NN APPR NN	2021-02-11	1	15.4526068547764
3	impfung von biontech	impfung von biontech	NN APPR NN	2021-02-18	1	13.0556824858019
3	impfung von biontech	impfung von biontech	NN APPR NN	2021-07-06	1	13.9744825947819
3	impfung von biontech	impfung von biontech	NN APPR NN	2021-07-13	1	14.1240942924535
3	impfung von merkel	impfung von merkel	NN APPR NE	2021-02-18	1	13.0556824858019
3	impfung von merkel	impfung von merkel	NN APPR NE	2021-03-19	1	12.7730233746328
3	impfung von steinmeier	impfung von steinmeier	NN APPR NE	2021-02-18	1	13.0556824858019
3	impfung von bundespräsident	impfung von bundespräsident	NN APPR NN	2021-02-18	4	52.2227299432078
3	impfung von hochrisikopatienten	impfung von hochrisikopatienten	NN APPR NN	2021-02-17	2	25.1111166913593
3	impfung von klinik-chef	impfung von klinik-chef	NN APPR NN	2021-02-17	2	25.1111166913593
3	impfung von klinik-chef	impfung von klinik-chef	NN APPR NN	2021-04-29	2	25.3363399123363
3	impfung von krebskranken	impfung von krebskranke	NN APPR NN	2021-02-01	3	39.1481365487003
3	impfung von tumorpatienten	impfung von tumorpatient	NN APPR NN	2021-01-31	2	40.9282527728891
3	impfungen von minderjährigen	impfung von minderjährige	NN APPR NN	2021-01-30	1	21.1945233351702
3	impfungen von klinik-chefs	impfung von klinik-chefs	NN APPR NN	2021-02-05	3	39.0640259385132
3	impfung von grundschullehrern	impfung von grundschullehrer	NN APPR NN	2021-02-06	2	42.0901992970937
3	impfung von grundschullehrern	impfung von grundschullehrer	NN APPR NN	2021-02-11	1	15.4526068547764
3	impfung von grundschullehrern	impfung von grundschullehrer	NN APPR NN	2021-02-12	1	13.5801295544359
3	impfung von grundschullehrern	impfung von grundschullehrer	NN APPR NN	2021-02-23	2	25.9080781387637
3	impfungen von beschäftigten	impfung von beschäftigte	NN APPR NN	2021-02-21	2	40.682654950062
3	impfung von fußballern	impfung von fußballer	NN APPR NN	2021-02-21	1	20.341327475031
3	impfung von profisportlern	impfung von profisportlern	NN APPR NN	2021-02-12	1	13.5801295544359
3	impfung von profisportlern	impfung von profisportlern	NN APPR NN	2021-02-18	1	13.0556824858019
3	impfung von sportlern	impfung von sportler	NN APPR NN	2021-02-14	1	20.0811277561348
3	impfung von lehrern	impfung von lehrer	NN APPR NN	2021-02-05	6	78.1280518770265
3	impfung von lehrern	impfung von lehrer	NN APPR NN	2021-02-11	1	15.4526068547764
3	impfung von lehrern	impfung von lehrer	NN APPR NN	2021-02-16	1	12.9113891363572
3	impfung von lehrern	impfung von lehrer	NN APPR NN	2021-02-19	1	13.0103302021805
3	impfung von lehrern	impfung von lehrer	NN APPR NN	2021-02-20	1	20.9463563813075
3	impfung von lehrern	impfung von lehrer	NN APPR NN	2021-02-21	1	20.341327475031
3	impfung von lehrern	impfung von lehrer	NN APPR NN	2021-02-22	2	26.7408278960317
3	impfung von lehrern	impfung von lehrer	NN APPR NN	2021-02-23	3	38.8621172081455
3	impfung von lehrern	impfung von lehrer	NN APPR NN	2021-02-24	2	27.0248358241224
3	impfung von lehrern	impfung von lehrer	NN APPR NN	2021-02-26	1	14.3360954210511
3	impfung von lehrern	impfung von lehrer	NN APPR NN	2021-03-04	1	13.6645623240688
3	impfung von lehrern	impfung von lehrer	NN APPR NN	2021-03-05	1	12.8809542210887
3	impfung von lehrern	impfung von lehrer	NN APPR NN	2021-03-09	2	26.8416743836481
3	impfung von lehrern	impfung von lehrer	NN APPR NN	2021-09-04	1	24.358755754756
3	impfungen von profi-fußballern	impfung von profi-fußballern	NN APPR NN	2021-02-19	1	13.0103302021805
3	impfungen von lehrkräften	impfung von lehrkraft	NN APPR NN	2021-02-20	1	20.9463563813075
3	impfungen von lehrkräften	impfung von lehrkraft	NN APPR NN	2021-02-23	1	12.9540390693818
3	impfungen von lehrkräften	impfung von lehrkraft	NN APPR NN	2021-06-11	2	26.4141474173567
3	impfung von erziehern	impfung von erzieher	NN APPR NN	2021-02-20	2	41.8927127626149
3	impfung von erziehern	impfung von erzieher	NN APPR NN	2021-03-08	1	14.2641143411406
3	impfung von biontech/pfizer	impfung von biontech/pfizer	NN APPR NN	2021-04-14	1	16.6983936145343
3	impfung von biontech/pfizer	impfung von biontech/pfizer	NN APPR NN	2021-07-23	1	13.5482996883891
3	impfung von olympioniken	impfung von olympionike	NN APPR NN	2021-04-16	1	15.4249575813667
3	impfungen von johnson	impfung von johnson	NN APPR NE	2021-04-20	1	14.0676654709151
3	impfung von olympia-athleten	impfung von olympia-athleten	NN APPR NN	2021-04-15	2	33.1416640429516
3	impfungen von spitzensportlern	impfung von spitzensportler	NN APPR NN	2021-04-15	2	33.1416640429516
3	impfung von johnson	impfung von johnson	NN APPR NE	2021-04-15	1	16.5708320214758
3	impfung von feuerwehrleuten	impfung von feuerwehrleute	NN APPR NN	2021-04-20	2	28.1353309418302
3	impfungen von frauen	impfung von frau	NN APPR NN	2021-03-30	1	13.7742944117688
3	impfung von nutztieren	impfung von nutztier	NN APPR NN	2021-03-31	1	14.5085237577077
3	impfung von landrat	impfung von landrat	NN APPR NN	2021-02-25	1	14.1452719428531
3	impfung von landrat	impfung von landrat	NN APPR NN	2021-03-01	1	13.2236650710111
3	impfungen von familienangehörigen	impfung von familienangehörige	NN APPR NN	2021-02-28	2	43.9599085633902
3	impfung von risikogruppen	impfung von risikogruppe	NN APPR NN	2021-03-09	2	26.8416743836481
3	impfung von bewohnern	impfung von bewohner	NN APPR NN	2020-12-15	1	15.5777798548151
3	impfung von lehrkräften	impfung von lehrkraft	NN APPR NN	2020-12-15	1	15.5777798548151
3	impfung von lehrkräften	impfung von lehrkraft	NN APPR NN	2021-02-16	2	25.8227782727144
3	impfung von lehrkräften	impfung von lehrkraft	NN APPR NN	2021-02-21	1	20.341327475031
3	impfung von lehrkräften	impfung von lehrkraft	NN APPR NN	2021-02-23	10	129.540390693818
3	impfungen von krankenhausbeschäftigten	impfung von krankenhausbeschäftigte	NN APPR NN	2020-12-27	1	24.1440919407021
3	impfung von politikern	impfung von politiker	NN APPR NN	2021-01-03	1	20.0734688961599
3	impfung von politikern	impfung von politiker	NN APPR NN	2021-04-07	1	14.9276011344977
3	impfung von mitarbeitern	impfung von mitarbeiter	NN APPR NN	2021-06-16	1	13.1980097401312
3	impfung von mitarbeitern	impfung von mitarbeiter	NN APPR NN	2021-06-18	2	25.4249138731043
3	impfung von mitarbeitern	impfung von mitarbeiter	NN APPR NN	2021-07-02	2	27.357909855687
3	impfung von schülern	impfung von schüler	NN APPR NN	2021-05-29	1	30.8251903455504
3	impfung von schülern	impfung von schüler	NN APPR NN	2021-06-08	1	14.801657785672
3	impfung von schülern	impfung von schüler	NN APPR NN	2021-07-04	4	89.0947968638632
3	impfung von schülern	impfung von schüler	NN APPR NN	2021-07-05	2	28.9855072463768
3	impfungen von feuerwehr-angehörigen	impfung von feuerwehr-angehörigen	NN APPR NN	2021-05-10	1	14.5150521090371
3	impfungen von mitarbeitern	impfung von mitarbeiter	NN APPR NN	2021-05-10	2	29.0301042180741
3	impfung von wohnungslosen	impfung von wohnungslose	NN APPR NN	2021-05-04	1	13.0407000247773
3	impfungen von schülern	impfung von schüler	NN APPR NN	2021-05-17	2	27.1709596782958
3	impfungen von schülern	impfung von schüler	NN APPR NN	2021-05-18	1	14.5085237577077
3	impfungen von schülern	impfung von schüler	NN APPR NN	2021-08-23	2	30.4349149344128
3	impfung von astra	impfung von astra	NN APPR NE	2021-05-18	3	43.525571273123
3	impfung von hundert	impfung von hundert	NN APPR NN	2021-06-18	1	12.7124569365521
3	impfung von mitarbeitenden	impfung von mitarbeitende	NN APPR NN	2021-06-18	1	12.7124569365521
3	impfung von seeleuten	impfung von seeleute	NN APPR NN	2021-06-25	3	41.4358917694507
3	impfung von schulkindern	impfung von schulkind	NN APPR NN	2021-06-25	1	13.8119639231502
3	impfung von hotel-mitarbeitern	impfung von hotel-mitarbeitern	NN APPR NN	2021-06-14	2	31.6912009380595
3	impfung von italienern	impfung von italiener	NN APPR NN	2021-06-15	1	12.6924492619341
3	impfung von italienern	impfung von italiener	NN APPR NN	2021-06-18	1	12.7124569365521
3	impfungen von abschlussklassen	impfung von abschlussklasse	NN APPR NN	2021-06-15	2	25.3848985238682
3	impfungen von spielern	impfung von spieler	NN APPR NN	2021-08-15	1	20.4557542036575
3	impfung von fußball-profis	impfung von fußball-profi	NN APPR NN	2021-08-16	2	29.3923139099126
3	impfung von trennungskindern	impfung von trennungskind	NN APPR NN	2021-09-05	1	21.7547370940022
3	impfung von schüler*innen	impfung von schüler*innen	NN APPR NN	2021-08-21	1	22.5723443636856
3	impfung von grundschulkindern	impfung von grundschulkind	NN APPR NN	2021-09-10	2	23.4419869428133
